message,source
"There are many unknowns around the health impArtemisinin-based Combination Therapies associated with antimalarial drug
resistance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
The scenarios described below are hypothetical ones.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The aim of this section is to give
an idea of the health and economic costs that would arise if antimalarial drug resistance were to
further emerge and spread in Africa.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The estimates presented below build on existing
mathematical modelling studies and data.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The results should be interpreted in the context of other
evidence and broader research and complemented by field intelligence to refine predictions.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Scenarios for resistance in Africa
In year two thousand and sixteen, researchers at Imperial College London built an African model simulation to estimate the
potential impArtemisinin-based Combination Therapies of artemisinin and/or partner drug resistance in Africa.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Two forms of resistance
are considered in this study: one) artemisinin partial resistance, which results in
a proportion of treated individuals with delayed parasite clearance, and two) partner drug resistance,
which results in a proportion of individuals initially appearing to clear the infection before
recrudescing to either symptomatic (clinical) or asymptomatic (parasitological) infection.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The call to
action for this Strategy is built upon three of the scenarios included in the paper:
Scenario one: Widespread artemisinin partial resistance, partner drug still efficacious: In this
scenario, foty eight percent of infected individuals experience delayed clearance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The partner drug is
still effective, with six percent of treated patients recrudescing.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Scenario two: Medium artemisinin partial resistance and moderate partner drug resistance: In this scenario, thirty two percent of infected individuals experience delayed clearance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The partner drug is moderately effective, with thirteen percent of treated patients recrudescing.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Scenario three: Widespread artemisinin partial resistance and high partner drug resistance: In this
scenario, fifty four percent of infected individuals experience delayed clearance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The partner drug is
no longer effective, with 45 percent of treated patients recrudescing.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The levels of artemisinin partial resistance and partner drug resistance used in the original study
are taken from studies in South-East Asia.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"These levels are used to parameterize the model and
define the three scenarios.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The model simulates the impact of these scenarios in different African
settings, considering local data from the first administrative unit across Africa, namely the
underlying population demographics, parasite prevalence, seasonal patterns of transmission and
coverage of insecticide-treated nets.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Scenarios are considered with some fixed level of resistance,
assuming no mitigation efforts are undertaken during the timeframe studied.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The health impact in Africa
The estimate of additional malaria cases is a direct output of the model built by Imperial College
London.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The estimate is based on the following assumptions:
- All antimalarials in use are Artemisinin-based Combination Therapies (this model does not consider other drug-based
interventions such as seasonal malaria chemoprevention).
- Resistance to the artemisinin component or partner drug is uniform and fixed across Africa.
- Resistance is constant over the five-year period to the levels described in the scenarios (i.e.
resistance is already at a steady state from the first year; a ramp-up period is not factored
in).
- A recrudescing individual in a high-prevalence area has a higher probability of developing
asymptomatic infection than an individual in a low-prevalence area due to greater acquired
immunity.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The number of excess severe malaria cases is derived from the same study conducted by Imperial
College London.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"One important note is that only hospitalized severe cases are considered in the
Imperial College London model.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The model underestimates the total number of excess severe cases
by not factoring in the severe cases that would not reach hospital;
at the same time, it overestimates the number of hospitalized severe cases as per the strict World Health Organization
case definition.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Additionally, as the extent to which drug resistance affects the risk of an infection
developing into a severe case is unclear, the additional severe malaria cases estimated in the
model are only due to the increased transmission and the additional cases resulting from treated
individuals recrudescing to clinical infection.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Therefore, the model takes into consideration
symptomatic cases, although parasitological failures causing asymptomatic cases can also have
severe clinical manifestations, potentially leading to death.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
The number of excess deaths has been calculated separately.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"A year two thousand and three study observed an association
between the spread of chloroquine resistance in Africa in the year one thousand nine hundred and eighty and increased mortality in East
and Southern Africa.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Additionally, several studies have highlighted the correlation between
treatment failure and increased severe anaemia and mortality, and the correlation (at least among
children) between the need for transfusion and the risk of transfusion-transmitted HIV.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Yet, the
impact of antimalarial drug resistance on public health is likely to be less severe today than it was in
the year one thousand nine hundred and eightys and year one thousand nine hundred and ninety.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The estimate presented below is derived from the additional malaria cases leading to severe cases
and ultimately death.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The underlying assumptions of another mathematical modelling study were
leveraged.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"In this study, it is assumed that the overall mortality due to malaria is proportional to the
incidence of hospitalized severe malaria.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"To predict the overall mortality due to malaria, the
incidence of hospitalized severe malaria is multiplied by zero point two one five.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The same multiplier was applied
here to the number of hospitalized severe cases.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"This methodology generates a high-level estimate
of the number of overall deaths that would be derived from the additional malaria cases.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Nonetheless, this multiplier has its limitations, as it ignores the differences in case fatality resulting
from variations in access to care.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Further research grounded in field intelligence is required to
determine the impact of resistance on mortality.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
Partner drug resistance represents a major threat.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"There is a pressing concern to respond to the
emergence and spread of artemisinin partial resistance, especially due to the lack of viable
alternatives.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"However, the model shows that a failing partner drug would result in an increase in
malaria cases and morbidity greater than what would be observed with artemisinin partial
resistance only.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The economic impact in Africa
The economic burden of antimalarial drug resistance includes two cost categories:
- the direct cost of accessing and delivering malaria testing and treatment services from the
perspective of the patient and the provider (health care system), respectively;
- the indirect cost, including elements such as lost productivity due to time spent out of work
because of a patient's own sickness or time spent caring for another sick individual.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Cost is considered from a country perspective and includes the cost borne by all relevant
stakeholders involved in malaria care, including patients and caregivers (out-of-pocket expenses
for an Rapid Diagnostic Test and an Artemisinin-based Combination Therapy  or during hospital admission, loss of income due to time spent away from
work), and health care providers (cost of commodity procurement, cost of outpatient and hospital
inpatient visits).",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The total cost was estimated for the entire African continent over a one-year
period.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Direct cost
The total cost of treating the additional uncomplicated malaria cases, resulting from either increased
transmission or treatment failures transitioning to symptomatic cases, was calculated as the sum of the
commodity cost (cost of an Artemisinin-based Combination Therapy  plus an Rapid Diagnostic Test) and the cost for outpatient health service delivery
multiplied by the number of additional malaria cases accessing care.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The number of additional malaria cases accessing care was calculated using the total number of
additional malaria cases multiplied by the percentage of children under 5 with fever in
the past two weeks for whom advice or treatment was sought as a proxy (based on the most recent
household surveys in sub-Saharan Africa).",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"For simplicity, it was assumed that all people seeking care
would receive an Rapid Diagnostic Test and an Artemisinin-based Combination Therapy .",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The total average cost used for an Rapid Diagnostic Test plus an Artemisinin-based Combination Therapy  was zero point seven dollar per case and a mean value of five point five dollar was used for the cost of outpatient health service delivery
(average calculated with World Health Organization-CHOICE data across all levels of health facilities for the World Health Organization African Region, which led to a total cost of treating one uncomplicated malaria case of six point two dollar.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The total cost of treating the additional severe malaria cases was calculated by multiplying the unit
cost of inpatient care for severe malaria by the number of inpatients from the Imperial College
London model.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"An average cost of thirty point five dollar per inpatient bed day for inpatient health service
delivery (average calculated with World Health Organization-CHOICE data across all levels of health facilities for the
World Health Organization African Region was multiplied by an average hospital stay of seven point eight days.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The introduction of a new first-line treatment includes a one-off cost due to elements such as
policy changes, training and implementation costs, and also a recurring cost linked to the
incremental cost captured by the price of the new commodity (assuming that the new product is more
expensive than the product it replaces).",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Only the latter is estimated here, considering a new Artemisinin-based Combination Therapy 
weighted average price of two dollars.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Indirect cost
Lost productivity considered in this document results from excess morbidity and mortality.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Lost
productivity due to adults needing to care for their sick children or due to absenteeism in the
workplace because of sickness was estimated assuming that each treatment failure and
1
uncomplicated malaria case results in one week of lost productivity and that severe cases result in
three weeks of lost productivity.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"These losses were valued using Gross Domestic Product per
capita for each country.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Lost productivity due to premature mortality was calculated based on the
human capital approach as estimated in a study in the United Republic of Tanzania covering the
year two thousand and six-year two thousand and fifteen period.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
The estimate of lost productivity has some limitations.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Among them, the adopted methodology uses a
similar calculation approach across age groups, applying undifferentiated assumptions for adults and
for younger age groups.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Further research is needed to understand how malaria in young age groups
impArtemisinin-based Combination Therapies their caregiver's productivity.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"In addition, lost productivity due to premature death is
sensitive to the discount rate adopted in the calculation.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Other limitations in the use of Gross Domestic Product, for
instance, should be further considered.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Although lost productivity accounts for the highest share of the economic impact of antimalarial
drug resistance, estimated as per the methodology described, inaction could result in a recurring
direct cost for individuals, their families and health care providers, especially in the case of an
Artemisinin-based Combination Therapy  policy change.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
The assumptions and parameters considered here are relatively conservative.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"They do not factor in
the impact of resistance in other areas where it could have dramatic consequences, including social
welfare, equity, well-being and other health conditions associated with malaria.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Children, who
are the most affected by malaria, are likely to learn less at school because they are often absent or
unable to concentrate and may develop longer term disabilities.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"If individuals expect to live a
shorter life, their savings and investment in human capital, such as in developing skills, knowledge
and experience, will likely be limited.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Additionally, antimalarial drug resistance is a biological
threat to malaria eradication, further postponing the vast economic and social benefits that could
be attained through eradication.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
These health and economic impArtemisinin-based Combination Therapies represent the cost of inaction against resistance.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Their magnitude
justifies a call to action for leaders and decision-makers to act in a timely and effective manner
against the threat and potential impact of artemisinin partial resistance and partner drug resistance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Preliminary country assessment to prioritize interventions
To implement the Strategy, countries should start by assessing their baseline with respect to
the status and drivers of resistance, as well as their available capabilities and bottlenecks that
may have hindered the effective implementation and sustainability of interventions in the past.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"This assessment will aim at prioritizing and targeting the different interventions suggested in
this Strategy.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"This annex lists the main aspects that could be included in the assessment, acknowledging
that some data might not be readily available and thus would be quite onerous to collect.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The annex highlights a core set and an extended list of elements that can be included in the
assessment if there are sufficient resources.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Additionally, countries should leverage existing or
ongoing assessments to consolidate already available information, thereby reducing the data
collection burden.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Priority elements to assess
If resources to conduct the baseline assessment and data availability are limited, the
following areas should be prioritized for the assessment.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Status of resistance and epidemiology
- Review of efficacy data in the country and region: An overview of efficacy data for
first- and second-line treatments and chemoprevention regimens used in the country, as
well as evidence for other Artemisinin-based Combination Therapies.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Data should be examined to detect changing patterns/
emergence of resistance.
- Review of data on known molecular markers in the country and region: An overview of data
on molecular markers for artemisinin partial resistance (Plasmodium falciparum Kelch13 mutations) and,
where relevant, markers of Artemisinin-based Combination Therapy  partner drug resistance.
- Main characteristics of in-country malaria epidemiology: Examples include the patterns of
malaria transmission, parasite species, vector species and characteristics of the human
population (e.g. level of immunity).
- Human population movements and migration patterns: Size, movements, behaviours and
preferences of mobile and migrant populations, as, in the past, one commonality of the
areas where resistance was suspected was the high number of migrant and mobile
populations.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Drivers of resistance
- Drug availability in-country:
- antimalarial drug(s) recommended in the national malaria treatment guidelines
- antimalarial drug(s) approved by the national regulatory authority
- antimalarial drug(s) produced in-country
- main procurement mechanisms of drugs imported into the country
- antimalarial drug(s) available to patients by sector (public, private formal,
private informal)
- antimalarial drug(s) used in chemoprevention
- availability of non-recommended monotherapies such as oral artemisinin treatments
- availability of non-pharmaceutical forms of Artemisia (e.g.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Artemisia tea).
- Drug use: Review available information on which treatments are used by patients,
including the use of non-pharmaceutical forms of Artemisia
- (mis)use of monotherapies (injectable or rectal).
- Adherence to treatment guidelines - reference materials: access to key resources for
malaria case management by public and private care providers, such as national
treatment guidelines.
- Adherence to treatment guidelines - knowledge and understanding: should include
knowledge of symptoms, prevention, and the need for parasitological diagnosis and
adherence to treatment guidelines.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Extensive list to be progressively considered
The priority elements listed above may be completed along with the below elements to get a
more comprehensive picture of a country's starting point.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Status of resistance and epidemiology: Assess the current status of antimalarial drug efficacy and
resistance and data availability.
- Map of data coverage: Efficacy studies are resource-intensive and a limited number of
studies can be conducted each year.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"However, where data are only available from a
few geographical provinces or transmission settings, these gaps need to be
recognized and addressed.
- Capacity and quality: Highlight issues and challenges in terms of the capacity to
perform Therapeutic Efficacy Studies, surveys and laboratory analysis.
- Processes of data sharing in-country and with neighbouring countries: Review the current
process and identify challenges in data access and sharing.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Identify the areas and populations where the risk of resistance developing and
spreading is high.
- Population groups with limited or no access to regular health services and groups with
increased risk of malaria: These can include migrants and mobile populations
(internal or international), refugees, military personnel, and populations in conflict
areas.
- Vulnerable populations with relatively little immunity against the disease: These groups
include children under 5, pregnant women, people living with HIV/AIDS and
populations with low immunity moving to areas with high transmission.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The poorest
and most marginalized populations, also at great risk of malaria, should be identified.
- Data gaps: Identify areas and populations from which no information is available,
for instance areas and populations not covered by surveillance systems.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"This could
include groups such as migrants or military personnel.
- Demographic and social patterns of access to services and vector control
interventions: This can include disaggregation by geography, gender, age,
occupation and ethnicity.
- Demographic and social patterns of overuse and misuse of treatment: This can include
disaggregation by geography, gender, age, occupation and ethnicity.
- Burden and transmission: This includes the geographical, demographic and social
distribution of the malaria burden.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Drivers of drug resistance: Understand the access to, availability and use of diagnostics, drugs and
vector control interventions.
- Treatment-seeking patterns: Review available information on where patients seek
and receive treatment for malaria (e.g. in the public vs. private sector).
- Regulation of private sector: Review existing regulation in place for the private sector.
- Groups with use of treatment diverging from national treatment policy: In some
countries, large risk groups, such as the military, could have supplies and treatment
policies that differ from those promoted by the ministry of health.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The policy and
impact of this need to be assessed.
- Supply chain: Map out in-country supply chains, including the main distribution
channels and storage; assess stockouts in the public sector as a priority (frequency
and root causes).
- Quality of drugs throughout the supply chain: Review available data on the quality of
drugs throughout the supply chain, key potential factors of drug degradation (e.g.
heat in facilities), and the systems in place to monitor this.
- Diagnostics availability, use and quality:
- data on the availability and use of diagnostics by sector, including what proportion
of patients treated with antimalarials receive a parasitological diagnosis
- quality of diagnostics, including a list of key challenges around diagnostics
quality, and availability of information on the presence and prevalence of
Pfhrp2/3 gene deletions.
- Vector control interventions availability and use:
- availability of entomological data on species, biting patterns and insecticide
resistance to ensure good targeting of vector control interventions
- availability and coverage of vector control interventions by type
- use of vector control and main challenges encountered in increasing coverage and
use.
- Chemoprevention interventions coverage and delivery:
- coverage of chemoprevention interventions
- drugs used during chemoprevention interventions
- adherence to World Health Organization Guidelines for malaria (two) in the planning and delivery of
chemoprevention interventions.
- Background drivers of resistance: Depending on a country's situation, specific
research and assessment could be targeted at the most context-relevant background
drivers, especially environmental ones.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Understand the current behavioural drivers of care provider and patient choices.
- Care providers: Review information on the knowledge, attitudes and practices of care
providers (by provider type as available):
- Practices: This should include patterns of diagnosis, prescription and
communication to patients, including the role of traditional healers.
- Felt needs and preferences: This should include the preference for prescribing
certain types and dosages of treatment, perceived benefits of parasitological
diagnosis and malaria treatments, and perceived value in spending time to ensure
that patients understand the importance of taking the full treatment.
- Barriers and incentives that could affect the effectiveness of interventions:
This should include barriers to treating patients as per the national treatment
guidelines (e.g. availability of drugs), as well as incentives for providing
non- recommended treatments (e.g. financial).
- Patients: Review information on the knowledge, attitudes and practices of patients.
- Practices: This should include when and where treatment is sought, compliance to
prescribed treatment and use of vector control interventions.
- Knowledge and understanding: This should include knowledge of symptoms,
prevention, and the need for parasitological diagnosis and completion of the
seventy two B978correct treatment.
- Communication: This should include the main sources of information on
malaria prevention and treatment, and key challenges in communication (e.g.
language).
- Felt needs and preferences: This should include the preference for certain
sources, types and dosages of treatment, perceived benefits of parasitological
diagnosis and malaria treatments, perceived value in taking the full treatment,
and key perceived challenges in accessing quality treatment and vector control
interventions.
- Barriers and incentives that could affect the effectiveness of interventions: This
should include barriers making it difficult to seek treatment, as well as
incentives, for instance for taking the full treatment.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Strengths and weaknesses of the health and regulatory systems: Assess the strengths of the health and
regulatory systems.
- Health care funding mix: Examples include the mix between donor-provided funds,
domestic public funding, private health insurance and out-of-pocket payments.
- Structure of care provision: This includes assessment of the role and importance of the
different sectors of care (e.g. public, private formal and informal sectors).
- Integrated delivery of care: Examples include the B982level of integration of care delivered
throughout the patient journey (e.g. referral to inpatient care) and across different
diseases (e.g. integrated community case management).
- Quality of care: Examples include indicators measuring coverage (e.g. universal
health coverage index), infrastructure (e.g. number of operating rooms) and health
outcomes (e.g. neonatal mortality).
- Human resources: Examples include the availability of resources (e.g. number of
nurses per one thousand people), distribution of Health Care Workers across the country and their level of
training.
- Health information systems and monitoring: Examples include assessment of the
systems and processes in place to monitor, analyse and evaluate ongoing
programmes.
- Procurement and supply management systems: Examples include planning and
projecting a country's health resource needs, the availability of pharmaceuticals and
supply of products to the facilities.
- National treatment guidelines and registration of essential medicines: Examples include
the inclusion of an Artemisinin-based Combination Therapy  as a second-line treatment.
- Enforcement capacity: Examples include the capacity to assess and proactively
monitor the quality of drugs and enforce sanctions.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Understand the gap between the plans developed by the National Malaria Programme and their effective
implementation.
- Countries should rely on existing monitoring and evaluation frameworks and on
interviews with local, regional and global stakeholders to identify the bottlenecks
that have hindered past or ongoing implementation of interventions to fight malaria
(e.g. obstacles to the withdrawal of monotherapies).",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Identify synergies with other strategies and global plans.
- Identify interventions already being deployed within the framework of
other strategies that could be beneficial and further leveraged to respond
to antimalarial drug resistance, e.g. training and awareness campaigns
suggested in the Global action plan on antimicrobial resistance).
",World Health Organization. (2022).
" World Health Organisation data shows that children from wealthier families receive quicker medical care for fever than those from poorer households, highlighting health care access disparities,
hence a need for tailored responses to address the unique challenges faced by different populations.",FEDGEN-PHIS
Vaccines are biological substances that provide immunity/protection against specific diseases by stimulating the bodys immune system to recognize and kill the pathogen causing the disease.,FEDGEN-PHIS
"The malaria vaccines act against Plasmodium falciparum, the deadliest malaria parasite globally and the most prevalent in Africa.",FEDGEN-PHIS
"Despite the availability of preventive measures like insecticide-treated nets and antimalarial medications, the malaria vaccine represents a crucial advancement in the fight
against this disease, particularly in high-burden areas.",FEDGEN-PHIS
"Independent evaluations of the pilot introductions of the RTS S vaccine demonstrated a significant public health impact, including a vaccine- attributable thirteen percent drop in mortality among eligible children, a substantial reduction in
hospitalizations for severe malaria, and over ninety percent of children having access to at least one malaria prevention intervention, whether through the vaccine or ITNs.",FEDGEN-PHIS
The  World Health Organisation recommended that malaria vaccines be provided to children in four doses from around five months of age.,FEDGEN-PHIS
Vaccination programs may give the first dose at a later or slightly earlier age based on operational considerations.,FEDGEN-PHIS
"The development of malaria vaccines, such as the RTS and S/AS01 (Mosquirix), represents a significant advancement in preventive measures, aiming to reduce the incidence of malaria, especially in high-burden regions.",FEDGEN-PHIS
"Africa's capacity to prevent and manage infectious illnesses is influenced by vaccine sustainability and safety, which are essential aspects of public health on the continent.",FEDGEN-PHIS
The recent introduction of malaria vaccines in Africa represents a significant milestone in the fight against malaria.,FEDGEN-PHIS
"Ensuring their safety and sustainable deployment requires collaborative efforts among governments, international organizations, and local communities.",FEDGEN-PHIS
"Continued investment in vaccine production capacity, robust safety monitoring systems, and community engagement will be essential to reduce the malaria burden and improve public health outcomes across the continent.",FEDGEN-PHIS
"The two malaria vaccines the World Health Organisation has approved are RTS, S/AS01, and R21/Matrix-M, which were evaluated for safety and effectiveness through comprehensive clinical trials.",FEDGEN-PHIS
"In Ghana, Kenya, and Malawi, the RTS,S/AS01 vaccine has been given to more than two million children in trial programs, showing a good safety record.",FEDGEN-PHIS
"Significant adverse effects are uncommon, highlighting the vaccine's good safety record.",FEDGEN-PHIS
"Furthermore, recent research has demonstrated that the vaccine has no adverse effects on using bed nets or other childhood immunizations, both of which are essential elements of malaria prevention plans.",FEDGEN-PHIS
"Asserting that ""no one is safe until everyone is made safe by vaccination,"" the World Health Organisation highlights the need for everyone to have fair access to safe and effective
vaccines.",FEDGEN-PHIS
"The Vaccines for Africa Initiative, a  World Health Organisation-led initiative that raises awareness of the advantages of vaccines and disseminates evidence-based information on vaccine safety, is one of the
Vaccine Safety Net members that supports this.",FEDGEN-PHIS
"Researchers, alongside initiatives championing vaccine safety, can collaborate and carry out studies on the long-term effect of vaccine implementation within Africa.",FEDGEN-PHIS
Long-term disease control depends on maintaining a steady supply of malaria vaccinations.,FEDGEN-PHIS
"According to  World Health Organisation estimates, at least forty to sixty million doses of the malaria vaccine will be required annually by year two thousand and twenty six, and by  year two thousand and thirty, that number will rise to eighty to one hundred million doses yearly.",FEDGEN-PHIS
"Collaborations between governments, international organizations, and vaccine producers are crucial to meeting this need.",FEDGEN-PHIS
A one billion dollars project called the African Vaccine Manufacturing Accelerator was introduced in year two thousand and twenty four to increase the continent's capacity to produce vaccines.,FEDGEN-PHIS
This program aims to reduce disparities in vaccine access and strengthen pandemic preparedness by increasing Africa's vaccine production from two percent to sixty percent by year two thousand and forty.,FEDGEN-PHIS
Key factors influencing the long-term safety and efficacy of malaria vaccines are;,FEDGEN-PHIS
"The duration of immunity, the range of immune responses, and the difficulties of implementing malaria vaccines in endemic areas are major aspects that affect their long-term safety and effectiveness.",FEDGEN-PHIS
Vaccines that can retain high levels of security over longer periods are necessary for long-term efficacy and sustained malaria control.,FEDGEN-PHIS
"Effective vaccines must target multiple antigens to protect against different species of Plasmodium, the parasite that causes malaria.",FEDGEN-PHIS
"However, genetic differences in these antigens need to be considered.",FEDGEN-PHIS
"These differences can vary among Plasmodium strains, which may make vaccines less effective if they only target a few antigens.",FEDGEN-PHIS
"For a malaria vaccine to work well, it must consider these genetic differences to protect against many types of Plasmodium and provide lasting immunity.",FEDGEN-PHIS
"The immune response of the RTS,S/AS01E, which triggers CD4+ T cell responses and anti-CS protein antibodies, ought to comprise both humoral and cellular elements.",FEDGEN-PHIS
This is driving innovation of next-generation vaccine development to increase the robustness and range of immune responses.,FEDGEN-PHIS
"Community perception and acceptance rate of malaria vaccines in Africa Perception plays a crucial role in the adoption of malaria treatments in Africa, as cultural beliefs, misinformation, and trust in healthcare systems can significantly affect individuals' willingness to seek and follow medical advice.",FEDGEN-PHIS
"Negative perceptions or misunderstandings about specific treatments can hinder acceptance, even when these interventions are scientifically proven effective.",FEDGEN-PHIS
A review study published in March this year highlighted the varied perceptions of malaria vaccines across different African communities.,FEDGEN-PHIS
"In countries like Tanzania, only eleven percent of people were aware of the malaria vaccine, while in Nigeria, awareness was considerably higher at sixty percent.",FEDGEN-PHIS
"Despite this difference in awareness, many individuals were still willing to take the vaccine if it became available.",FEDGEN-PHIS
Acceptance rates ranged from thirty two point three percent in Ethiopia to ninety six percent in Sierra Leone.,FEDGEN-PHIS
"However, challenges such as vaccine availability, distribution issues, and misunderstandings about the vaccine's effectiveness were also identified.",FEDGEN-PHIS
"In another recent review of eleven studies involving fourteen thousand, six hundred and sixty six participants, the acceptance rate of the malaria vaccine among caregivers was examined.",FEDGEN-PHIS
"The study found that more than ninety percent of people, including mothers, were willing to accept the vaccine.",FEDGEN-PHIS
"Nigeria had the highest acceptance rate at ninety seven point six percent, followed by Ghana at ninety four point six percent and Tanzania at ninety two point five percent.",FEDGEN-PHIS
The study also found that mothers from the Igbo and other tribes were less likely to accept the vaccine.,FEDGEN-PHIS
